"7,596","K"
"","K"
"","K"
"1,196","K"
"","K"
"1,076","K"
"","K"
"","K"
"3,200","K"
"1,048","K"
"1,592","K"
"","K"
"","K"
"3,992","K"
"2,488","K"
"","K"
"3,932","K"
"","K"
